gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking,SOP,LOR 
323,168,155,108,2.64,6,3,university_of_maryland_college_park,reject,10,2.5,2
325,166,159,104,2.69,34,0,university_of_maryland_college_park,reject,10,3.5,3
320,165,155,105,3.27,31,1,university_of_maryland_college_park,reject,10,5,5
315,168,147,75,3.58,6,3,university_of_maryland_college_park,reject,10,4,4.5
324,169,155,105,3.65,6,3,university_of_maryland_college_park,reject,10,5,4.5
315,163,152,108,3.4,14,0,university_of_maryland_college_park,reject,10,3.5,3.5
312,160,152,101,3,33,2,university_of_maryland_college_park,reject,10,4,4.5
328,170,158,110,3.39,6,0,university_of_maryland_college_park,reject,10,4,4
327,164,163,111,3.46,22,0,university_of_maryland_college_park,reject,10,3.5,4
322,167,155,103,2.92,23,0,university_of_maryland_college_park,reject,10,5,4
323,169,154,109,3.83,4,2,university_of_maryland_college_park,reject,10,1.5,3
314,161,153,100,3.16,0,0,university_of_maryland_college_park,reject,10,4.5,3
309,159,150,97,2.75,31,0,university_of_maryland_college_park,reject,10,3.5,3.5
329,167,162,107,3.39,48,3,university_of_maryland_college_park,reject,10,4,3
318,168,150,106,3.4,0,0,university_of_maryland_college_park,reject,10,4.5,3.5
328,169,159,113,3.04,3,0,university_of_maryland_college_park,reject,10,4,3.5
327,166,161,108,3.18,10,3,university_of_maryland_college_park,reject,10,4.5,4
307,161,146,88,3.26,12,0,university_of_maryland_college_park,reject,10,3,3.5
309,160,149,99,2.6,0,0,university_of_maryland_college_park,reject,10,2,2.5
300,155,145,65,2.53,0,0,university_of_maryland_college_park,reject,10,2,2.5
308,158,150,101,3.49,0,3,university_of_maryland_college_park,reject,10,3,3
315,168,147,96,3.52,68,0,university_of_maryland_college_park,reject,10,4,3.5
320,163,157,108,3.56,3,0,university_of_maryland_college_park,reject,10,3.5,3
320,170,150,100,3.39,17,0,university_of_maryland_college_park,reject,10,4,4
312,160,152,0,2.92,14,0,university_of_maryland_college_park,reject,10,5,5
312,161,151,115,2.5,1,0,university_of_maryland_college_park,reject,10,5,5
325,167,158,112,3.28,41,0,university_of_maryland_college_park,reject,10,3,4
308,157,151,96,3.01,15,0,university_of_maryland_college_park,reject,10,3,3.5
327,166,161,115,3.79,36,0,university_of_maryland_college_park,reject,10,3,3
335,168,167,0,3.89,3,3,university_of_maryland_college_park,reject,10,2,2.5
320,170,150,105,3.5,26,0,university_of_maryland_college_park,reject,10,2,2.5
324,170,154,112,3.32,4,3,university_of_maryland_college_park,reject,10,2,2.5
318,161,157,116,2.88,18,0,university_of_maryland_college_park,reject,10,1.5,2
321,168,153,0,2.77,18,0,university_of_maryland_college_park,reject,10,1.5,2
326,169,157,0,3.01,32,0,university_of_maryland_college_park,reject,10,1.5,3
323,166,157,114,3.64,20,3,university_of_maryland_college_park,reject,10,3,3
323,166,157,114,3.64,20,3,university_of_maryland_college_park,reject,10,3.5,3
324,167,157,111,2.66,40,0,university_of_maryland_college_park,reject,10,4.5,4
319,167,152,109,3.28,7,0,university_of_maryland_college_park,reject,10,4.5,4
324,167,157,112,2.65,6,3,university_of_maryland_college_park,reject,10,3.5,5
316,163,153,104,3.68,18,0,university_of_maryland_college_park,reject,10,2,3
337,170,167,115,2.7,26,0,university_of_maryland_college_park,reject,10,2,4
310,161,149,75,2.65,38,3,university_of_maryland_college_park,reject,10,2.5,3
317,164,153,110,3.09,3,0,university_of_maryland_college_park,reject,10,2.5,3.5
326,170,156,101,3.48,19,3,university_of_maryland_college_park,reject,10,4,4.5
310,158,152,102,2.96,34,0,university_of_maryland_college_park,reject,10,4,5
317,162,155,0,3.2,34,0,university_of_maryland_college_park,reject,10,4,4.5
319,164,155,114,2.37,0,0,university_of_maryland_college_park,reject,10,4,4
321,169,152,98,3.24,0,0,university_of_maryland_college_park,reject,10,4.5,3.5
327,168,159,107,3.52,2,0,university_of_maryland_college_park,reject,10,4.5,4.5
321,169,152,102,2.97,18,0,university_of_maryland_college_park,reject,10,3.5,3.5
317,167,150,75,2.06,21,0,university_of_maryland_college_park,reject,10,2.5,3
317,167,150,75,2.06,21,0,university_of_maryland_college_park,reject,10,3,3
315,164,151,0,3.12,0,2,university_of_maryland_college_park,reject,10,3.5,3
327,169,158,109,3.46,40,0,university_of_maryland_college_park,reject,10,2.5,2.5
315,165,150,102,3.1,8,0,university_of_maryland_college_park,reject,10,3,3.5
322,166,156,0,3.21,5,3,university_of_maryland_college_park,reject,10,4,4
313,163,150,116,2.99,2,0,university_of_maryland_college_park,reject,10,2.5,4
319,167,152,114,3.47,2,0,university_of_maryland_college_park,reject,10,4.5,4.5
319,165,154,110,3.49,24,3,university_of_maryland_college_park,reject,10,3.5,3
334,170,164,0,3.28,8,3,university_of_maryland_college_park,reject,10,4.5,3.5
315,168,147,106,3.6,2,0,university_of_maryland_college_park,reject,10,4.5,3.5
315,164,151,114,2.95,30,0,university_of_maryland_college_park,reject,10,5,5
319,162,157,104,3.3,18,0,university_of_maryland_college_park,reject,10,4.5,4
314,168,146,101,3.21,34,0,university_of_maryland_college_park,reject,10,4,5
326,168,158,0,3.22,1,3,university_of_maryland_college_park,reject,10,4.5,4
320,161,159,110,3.12,32,0,university_of_maryland_college_park,reject,10,4.5,5
323,167,156,110,3,29,0,university_of_maryland_college_park,reject,10,3.5,3
320,170,150,104,3.42,9,0,university_of_maryland_college_park,reject,10,3,3.5
320,170,150,104,3.42,9,0,university_of_maryland_college_park,reject,10,3,2.5
319,167,152,98,3.59,9,0,university_of_maryland_college_park,reject,10,3.5,2.5
320,164,156,118,3.77,2,0,university_of_maryland_college_park,reject,10,4.5,4.5
326,163,163,110,3.34,24,0,university_of_maryland_college_park,reject,10,4,4.5
322,164,158,115,3.44,18,0,university_of_maryland_college_park,reject,10,2.5,3
325,163,162,116,3.34,34,0,university_of_maryland_college_park,reject,10,3.5,3
328,168,160,110,3.62,1,0,university_of_maryland_college_park,reject,10,4.5,4.5
326,168,158,105,3.32,2,0,university_of_maryland_college_park,reject,10,4,5
324,166,158,112,2.18,20,0,university_of_maryland_college_park,reject,10,3.5,4
325,170,155,107,3.66,8,3,university_of_maryland_college_park,reject,10,2.5,3
321,165,156,105,3,39,0,university_of_maryland_college_park,reject,10,3.5,3
316,163,153,104,3.24,48,0,university_of_maryland_college_park,reject,10,3.5,4
325,166,159,0,3.22,20,0,university_of_maryland_college_park,reject,10,3,3
321,164,157,118,3.57,16,3,university_of_maryland_college_park,reject,10,3.5,4
325,170,155,114,3.24,0,0,university_of_maryland_college_park,reject,10,4.5,4
319,167,152,107,3.44,0,0,university_of_maryland_college_park,reject,10,5,4
315,167,148,0,2.94,0,3,university_of_maryland_college_park,reject,10,5,5
319,170,149,0,3.32,0,3,university_of_maryland_college_park,reject,10,5,4.5
309,168,141,103,3.48,2,0,michigan_technological_university,accept,117,4.5,5
309,168,141,103,3.48,2,0,michigan_technological_university,accept,117,5,4.5
300,158,142,84,2.6,10,2,michigan_technological_university,accept,117,4.5,4.5
303,160,143,101,3.37,0,0,michigan_technological_university,accept,117,4,4
317,162,155,87,2.68,0,0,michigan_technological_university,accept,117,3,3.5
301,155,146,75,2.42,1,0,michigan_technological_university,accept,117,3.5,3.5
305,166,139,101,3.37,4,0,michigan_technological_university,accept,117,4,4
305,159,146,65,2.6,47,3,michigan_technological_university,accept,117,3.5,4
291,160,131,65,3.22,6,0,michigan_technological_university,accept,117,4.5,4
296,158,138,84,3.62,4,3,michigan_technological_university,accept,117,3,4
310,160,150,99,3.83,32,3,michigan_technological_university,accept,117,3,2
303,156,147,101,3.28,27,0,michigan_technological_university,accept,117,2.5,2.5
310,158,152,75,3.4,0,0,michigan_technological_university,accept,117,3.5,4
302,160,142,90,3.08,15,0,michigan_technological_university,accept,117,3.5,3
310,161,149,75,3.45,20,3,michigan_technological_university,accept,117,4,3.5
302,160,142,65,2.95,0,2,michigan_technological_university,accept,117,3,3
305,161,144,101,3.03,34,0,michigan_technological_university,accept,117,4,4.5
313,161,152,106,3.28,41,1,michigan_technological_university,accept,117,3.5,2.5
303,156,147,101,2.92,23,3,michigan_technological_university,accept,117,2.5,3.5
305,162,143,65,2.94,13,0,michigan_technological_university,accept,117,2.5,3.5
315,165,150,102,2.08,37,0,michigan_technological_university,accept,117,5,4
315,165,150,102,2.08,37,0,michigan_technological_university,accept,117,4.5,4
310,165,145,90,2.51,57,0,michigan_technological_university,accept,117,4,4.5
299,162,137,65,2.75,26,0,michigan_technological_university,accept,117,4.5,5
303,160,143,89,3,0,0,michigan_technological_university,accept,117,2,3.5
311,163,148,65,2.58,0,0,michigan_technological_university,accept,117,1.5,2
304,164,140,75,3.1,26,0,michigan_technological_university,accept,117,2.5,3
312,159,153,107,3.34,0,0,michigan_technological_university,accept,117,2.5,2
304,150,154,0,2.16,39,0,michigan_technological_university,accept,117,3.5,3
330,166,164,115,3.25,0,0,michigan_technological_university,accept,117,3.5,3
288,150,138,101,2.75,0,0,michigan_technological_university,accept,117,2.5,4
310,161,149,99,2.55,38,0,michigan_technological_university,accept,117,4,2.5
308,165,143,0,3.22,0,0,michigan_technological_university,accept,117,3,3.5
328,169,159,0,2.94,0,0,michigan_technological_university,accept,117,2.5,3.5
299,149,150,91,2.7,33,0,michigan_technological_university,accept,117,3.5,4
321,170,151,75,3.32,0,0,michigan_technological_university,accept,117,3.5,4
302,156,146,65,1.42,2,0,michigan_technological_university,accept,117,3,2.5
304,163,141,0,2.17,6,0,michigan_technological_university,accept,117,2.5,3
304,158,146,75,3,0,0,michigan_technological_university,accept,117,2.5,3.5
302,154,148,100,1.9,0,0,michigan_technological_university,accept,117,4.5,4.5
312,166,146,99,2.6,27,0,michigan_technological_university,accept,117,4,5
308,158,150,106,2.57,0,0,michigan_technological_university,accept,117,4,4.5
308,158,150,106,2.57,0,0,michigan_technological_university,accept,117,4,4
313,160,153,108,3.02,20,3,michigan_technological_university,accept,117,4,5
306,162,144,101,3.13,0,2,michigan_technological_university,accept,117,5,5
308,157,151,94,2.49,0,0,michigan_technological_university,accept,117,5,4.5
318,163,155,110,2.82,6,0,michigan_technological_university,accept,117,5,3.5
309,159,150,114,2.3,20,0,michigan_technological_university,accept,117,3.5,4
312,166,146,104,2.56,0,0,michigan_technological_university,accept,117,2.5,4
306,157,149,93,3.51,46,0,michigan_technological_university,accept,117,2.5,1.5
307,162,145,105,2.13,4,3,michigan_technological_university,accept,117,3,2.5
308,162,146,101,3,13,0,michigan_technological_university,accept,117,2.5,2.5
313,163,150,0,3.08,0,0,michigan_technological_university,accept,117,2,2.5
305,155,150,87,2.96,1,0,michigan_technological_university,accept,117,3,3.5
300,152,148,90,2,24,0,michigan_technological_university,accept,117,4.5,5
311,161,150,109,1.48,3,0,michigan_technological_university,accept,117,4.5,5
297,160,137,65,3.6,15,3,michigan_technological_university,accept,117,2.5,3
305,161,144,103,2.54,12,0,michigan_technological_university,accept,117,1.5,2
318,161,157,103,3.16,7,0,michigan_technological_university,accept,117,1.5,1.5
302,160,142,82,2.7,1,0,michigan_technological_university,accept,117,1,1.5
301,153,148,82,2.8,26,0,michigan_technological_university,accept,117,2,2.5
323,164,159,111,2.8,16,0,michigan_technological_university,accept,117,3.5,3
305,160,145,105,3.56,0,0,michigan_technological_university,accept,117,5,4.5
305,160,145,105,3.56,0,0,michigan_technological_university,accept,117,2.5,3
297,153,144,99,2.2,60,0,michigan_technological_university,accept,117,3,3.5
301,156,145,95,2.35,24,2,michigan_technological_university,accept,117,3,4
311,162,149,101,3.05,19,0,michigan_technological_university,accept,117,4.5,4
310,161,149,101,3.6,0,0,michigan_technological_university,accept,117,4,4.5
301,155,146,89,2.86,3,0,michigan_technological_university,accept,117,4,3.5
315,158,157,104,2.06,18,1,michigan_technological_university,accept,117,2.5,3
308,167,141,65,3.47,31,0,michigan_technological_university,accept,117,5,4.5
315,170,145,108,2.9,2,0,michigan_technological_university,accept,117,4,4
313,170,143,84,3.42,0,0,michigan_technological_university,accept,117,4.5,4
310,159,151,107,3.55,44,0,michigan_technological_university,accept,117,5,4.5
320,166,154,109,3.14,40,0,michigan_technological_university,accept,117,5,5
325,170,155,97,3.14,0,0,michigan_technological_university,accept,117,4,3.5
323,170,153,105,3.28,0,0,michigan_technological_university,accept,117,2.5,3
310,158,152,101,3.33,77,0,michigan_technological_university,accept,117,1.5,2
303,160,143,65,3.25,0,0,michigan_technological_university,accept,117,1,2
323,168,155,104,2.5,15,0,michigan_technological_university,accept,117,3.5,3
308,162,146,75,3.02,13,0,michigan_technological_university,accept,117,2.5,2
306,159,147,88,3.12,20,0,michigan_technological_university,accept,117,3,2.5
306,159,147,88,3.12,20,0,michigan_technological_university,accept,117,3.5,3.5
317,165,152,107,2.75,0,0,michigan_technological_university,accept,117,4,4.5
312,161,151,99,2.8,30,0,michigan_technological_university,accept,117,4.5,4.5
302,156,146,94,3.4,17,0,michigan_technological_university,accept,117,3,3.5
312,164,148,111,3.33,24,0,michigan_technological_university,accept,117,2.5,2.5
312,163,149,103,2.94,0,0,michigan_technological_university,accept,117,2.5,3
302,161,141,96,3.05,30,3,michigan_technological_university,accept,117,3,3
300,159,141,110,3.55,1,0,michigan_technological_university,accept,117,3.5,3.5
310,164,146,98,2.86,0,0,michigan_technological_university,accept,117,2.5,2
309,159,150,105,2.35,0,0,michigan_technological_university,accept,117,3.5,3.5
321,161,160,103,2.5,30,1,michigan_technological_university,accept,117,4,3.5
309,159,150,105,2.8,0,0,michigan_technological_university,accept,117,4,4
311,161,150,95,2.22,0,0,michigan_technological_university,accept,117,3.5,3
320,165,155,106,3.36,30,3,michigan_technological_university,accept,117,3.5,3
307,161,146,98,2.5,0,0,michigan_technological_university,accept,117,3,3.5
309,160,149,106,2.7,20,0,michigan_technological_university,accept,117,4.5,4
301,154,147,101,2.8,30,0,michigan_technological_university,accept,117,4.5,4.5
312,163,149,103,3.55,30,0,michigan_technological_university,accept,117,3.5,3
311,161,150,109,2.22,10,3,michigan_technological_university,accept,117,3,4
305,145,160,101,1.95,50,2,michigan_technological_university,reject,117,2.5,3
305,145,160,101,1.95,50,2,michigan_technological_university,reject,117,1.5,2
300,161,139,75,2.68,12,0,michigan_technological_university,reject,117,1,2.5
309,166,143,84,2.4,0,0,michigan_technological_university,reject,117,2.5,2
300,153,147,86,1.32,0,0,michigan_technological_university,reject,117,3.5,3
310,166,144,114,2.42,0,0,michigan_technological_university,reject,117,4,3.5
301,153,148,95,1.82,12,3,michigan_technological_university,reject,117,4,4
305,162,143,96,2.86,27,0,michigan_technological_university,reject,117,2.5,4
308,157,151,93,1.28,0,0,michigan_technological_university,reject,117,2,2.5
293,156,137,89,1.8,2,1,michigan_technological_university,reject,117,3,2.5
319,170,149,0,3.32,0,3,michigan_technological_university,reject,117,3.5,4
305,157,148,105,1.72,35,0,michigan_technological_university,reject,117,2,2
303,156,147,112,2.08,0,0,michigan_technological_university,reject,117,2.5,2
304,156,148,104,2.7,25,0,michigan_technological_university,reject,117,4,3.5
313,162,151,102,2.9,33,0,michigan_technological_university,reject,117,2.5,1.5
293,158,135,75,3.4,6,0,michigan_technological_university,reject,117,3.5,3
310,158,152,107,2.48,13,0,michigan_technological_university,reject,117,3,2
310,158,152,107,2.48,13,0,michigan_technological_university,reject,117,3.5,2.5
303,159,144,93,2.76,0,0,michigan_technological_university,reject,117,3,3.5
313,167,146,99,3,28,0,michigan_technological_university,reject,117,4.5,4
310,158,152,95,1.95,9,3,michigan_technological_university,reject,117,4,4.5
298,158,140,78,2.5,9,3,michigan_technological_university,reject,117,3,2.5
301,158,143,86,1.9,30,0,michigan_technological_university,reject,117,5,5
320,170,150,103,3.06,32,0,michigan_technological_university,reject,117,4,4
303,160,143,65,3.66,0,0,michigan_technological_university,reject,117,3.5,4
304,156,148,105,2.27,132,0,michigan_technological_university,reject,117,3,3
308,168,140,78,2.97,30,0,michigan_technological_university,reject,117,3.5,3.5
312,167,145,94,2.25,0,0,michigan_technological_university,reject,117,3,3
319,165,154,106,2.85,20,0,michigan_technological_university,reject,117,2.5,3.5
296,161,135,65,3.2,0,0,michigan_technological_university,reject,117,1.5,2
289,144,145,85,3.32,0,0,michigan_technological_university,reject,117,1.5,2
306,165,141,88,3.32,10,0,michigan_technological_university,reject,117,1.5,2
306,161,145,65,3.25,30,0,michigan_technological_university,reject,117,1,1
300,158,142,97,1.96,0,0,michigan_technological_university,reject,117,2,2
302,156,146,75,1.7,0,0,michigan_technological_university,reject,117,2.5,3
309,160,149,97,2.05,0,0,michigan_technological_university,reject,117,3,3.5
307,161,146,101,3.15,30,0,michigan_technological_university,reject,117,3.5,4
317,167,150,104,3.28,2,0,north_carolina_state_university_raleigh,accept,49,3,3.5
317,167,150,104,3.28,2,0,north_carolina_state_university_raleigh,accept,49,3.5,2.5
320,167,153,107,2.8,23,0,north_carolina_state_university_raleigh,accept,49,2.5,3
319,168,151,92,3.2,12,0,north_carolina_state_university_raleigh,accept,49,2,3.5
